0 0 202
0 0.1 202
0 0.2 202
0 0.3 202
0 0.4 192
0 0.5 188
0 0.6 196
0 0.7 204
0 0.8 198
0 0.9 187
0 1 177

0.1 0 204
0.1 0.1 204
0.1 0.2 206
0.1 0.3 205
0.1 0.4 196
0.1 0.5 196
0.1 0.6 187
0.1 0.7 203
0.1 0.8 188
0.1 0.9 178
0.1 1 191

0.2 0 219
0.2 0.1 216
0.2 0.2 204
0.2 0.3 201
0.2 0.4 202
0.2 0.5 193
0.2 0.6 168
0.2 0.7 187
0.2 0.8 166
0.2 0.9 189
0.2 1 194

0.3 0 199
0.3 0.1 198
0.3 0.2 196
0.3 0.3 185
0.3 0.4 187
0.3 0.5 185
0.3 0.6 184
0.3 0.7 180
0.3 0.8 178
0.3 0.9 178
0.3 1 185

0.4 0 203
0.4 0.1 196
0.4 0.2 188
0.4 0.3 188
0.4 0.4 178
0.4 0.5 178
0.4 0.6 174
0.4 0.7 170
0.4 0.8 173
0.4 0.9 179
0.4 1 173

0.5 0 203
0.5 0.1 203
0.5 0.2 190
0.5 0.3 190
0.5 0.4 183
0.5 0.5 162
0.5 0.6 170
0.5 0.7 179
0.5 0.8 174
0.5 0.9 160
0.5 1 179

0.6 0 199
0.6 0.1 204
0.6 0.2 198
0.6 0.3 182
0.6 0.4 181
0.6 0.5 189
0.6 0.6 169
0.6 0.7 180
0.6 0.8 173
0.6 0.9 171
0.6 1 185

0.7 0 197
0.7 0.1 196
0.7 0.2 189
0.7 0.3 190
0.7 0.4 180
0.7 0.5 178
0.7 0.6 180
0.7 0.7 175
0.7 0.8 175
0.7 0.9 185
0.7 1 172

0.8 0 197
0.8 0.1 192
0.8 0.2 193
0.8 0.3 178
0.8 0.4 181
0.8 0.5 190
0.8 0.6 168
0.8 0.7 170
0.8 0.8 181
0.8 0.9 174
0.8 1 163

0.9 0 206
0.9 0.1 201
0.9 0.2 196
0.9 0.3 188
0.9 0.4 168
0.9 0.5 175
0.9 0.6 168
0.9 0.7 189
0.9 0.8 188
0.9 0.9 169
0.9 1 175

1 0 189
1 0.1 189
1 0.2 201
1 0.3 180
1 0.4 173
1 0.5 176
1 0.6 183
1 0.7 179
1 0.8 164
1 0.9 165
1 1 172
