0 0 245
0 0.1 244
0 0.2 239
0 0.3 239
0 0.4 233
0 0.5 236
0 0.6 235
0 0.7 242
0 0.8 242
0 0.9 238
0 1 233

0.1 0 238
0.1 0.1 238
0.1 0.2 231
0.1 0.3 233
0.1 0.4 241
0.1 0.5 232
0.1 0.6 227
0.1 0.7 222
0.1 0.8 205
0.1 0.9 236
0.1 1 234

0.2 0 246
0.2 0.1 243
0.2 0.2 242
0.2 0.3 244
0.2 0.4 235
0.2 0.5 226
0.2 0.6 224
0.2 0.7 240
0.2 0.8 240
0.2 0.9 228
0.2 1 213

0.3 0 242
0.3 0.1 242
0.3 0.2 220
0.3 0.3 220
0.3 0.4 239
0.3 0.5 243
0.3 0.6 223
0.3 0.7 229
0.3 0.8 208
0.3 0.9 204
0.3 1 204

0.4 0 256
0.4 0.1 248
0.4 0.2 251
0.4 0.3 236
0.4 0.4 229
0.4 0.5 205
0.4 0.6 230
0.4 0.7 203
0.4 0.8 216
0.4 0.9 208
0.4 1 208

0.5 0 244
0.5 0.1 245
0.5 0.2 227
0.5 0.3 206
0.5 0.4 224
0.5 0.5 218
0.5 0.6 226
0.5 0.7 215
0.5 0.8 214
0.5 0.9 211
0.5 1 232

0.6 0 247
0.6 0.1 245
0.6 0.2 250
0.6 0.3 241
0.6 0.4 230
0.6 0.5 224
0.6 0.6 214
0.6 0.7 209
0.6 0.8 222
0.6 0.9 206
0.6 1 192

0.7 0 245
0.7 0.1 239
0.7 0.2 239
0.7 0.3 227
0.7 0.4 212
0.7 0.5 216
0.7 0.6 209
0.7 0.7 215
0.7 0.8 230
0.7 0.9 203
0.7 1 213

0.8 0 226
0.8 0.1 226
0.8 0.2 240
0.8 0.3 218
0.8 0.4 222
0.8 0.5 236
0.8 0.6 214
0.8 0.7 224
0.8 0.8 227
0.8 0.9 208
0.8 1 216

0.9 0 253
0.9 0.1 247
0.9 0.2 235
0.9 0.3 225
0.9 0.4 215
0.9 0.5 228
0.9 0.6 222
0.9 0.7 225
0.9 0.8 207
0.9 0.9 213
0.9 1 229

1 0 243
1 0.1 238
1 0.2 235
1 0.3 230
1 0.4 234
1 0.5 219
1 0.6 243
1 0.7 221
1 0.8 211
1 0.9 223
1 1 209
